position,name,location,school,height,weight,fourty,stars,rating,rank,institution,year
de,Cliff Matthews,"Cheraw, South Carolina",Cheraw,0,223,,4,,3,South Carolina,2007
db,Jordan Bernstine,"Des Moines, Iowa",Lincoln High School,0,200,,4,,3,Iowa,2007
qb,John Brantley,"Ocala, Florida",Trinity Catholic,78,190,,4,,3,Florida,2007
lb,Austin Box,"Enid, Oklahoma",Enid,78,215,,4,,3,Oklahoma,2007
ol,Kristofer O'Dowd,"Tucson, Arizona",Salpointe,78,315,,5,,3,USC,2007
k,Andrew Crutchfield,"Concord, North Carolina",Northwest Cabarrus,78,175,,3,,3,LSU,2007
ol,Matt Romine,"Tulsa, Oklahoma",Union,78,285,,4,,3,Notre Dame,2007
rb,Kevin Cooper,"Chattanooga, Tennessee",Baylor School,78,240,,3,,3,Tennessee,2007
te,Rob Gronkowski,"Pittsburgh, Pennsylvania",Woodland Hills,0,232,,4,,4,Arizona,2007
rb,Chris Rainey,"Lakeland, Florida",Lakeland,0,159,,4,,4,Florida,2007
wr,Dwight Jones,"Burlington, North Carolina",Cummings,78,210,,5,,4,North Carolina,2007
qb,Stephen Garcia,"Tampa, Florida",Jefferson,0,202,,4,,4,South Carolina,2007
rb,John Clay,"Racine, Wisconsin",Park High,0,222,,4,,4,Wisconsin,2007
de,Michael Keck,"Harrisonville, Missouri",Harrisonville,78,215,,4,,4,Missouri,2007
de,Sidell Corley,"Mobile, Alabama",McGill Toolen,78,250,,4,,4,LSU,2007
lb,Keenan Robinson,"Plano, Texas",Plano East,0,211,,4,,4,Texas,2007
ol,Lee Ziemba,"Rogers, Arkansas",Rogers,78,295,,4,,4,Auburn,2007
rb,Jeramie Griffin,"Batesville, Mississippi",South Panola,78,230,,3,,4,Alabama,2007
dt,Kerry Murphy,"Hoover, Alabama",Hoover,0,315,,4,,4,Alabama,2007
qb,Mike Paulus,"Syracuse, New York",Christian Brothers,78,220,,4,,4,North Carolina,2007
k,Bryan Anger,"Camarillo, California",Camarillo,0,189,,3,,4,California,2007
ath,Lamark Brown,"St. Louis, Missouri",Hazelwood West,78,215,,4,,4,Kansas State,2007
db,Eugene Clifford,"Cincinnati, Ohio",Colerain,78,190,,4,,4,Ohio State,2007
lb,Chris Colasanti,"Lakeville, Michigan",Brother Rice,0,209,,4,,4,Penn State,2007
ol,Michael Huey,"Kilgore, Texas",Kilgore,78,290,,4,,4,Texas,2007
ol,Seth Oxner,"Monticello, Arkansas","",78,285,,3,,4,Arkansas,2007
wr,Arrelious Benn,"Washington, District of Columbia",Dunbar,0,210,,5,,5,Illinois,2007
dt,Brian Price,"Los Angeles, California",Crenshaw,78,285,,4,,5,UCLA,2007
lb,Derrick Stephens,"Houston, Texas",Cypress Falls,78,240,,4,,5,Texas A&M,2007
db,Stefoin Francois,"Reserve, Louisiana",East St. John,0,188,,4,,5,LSU,2007
rb,Shane Vereen,"Valencia, California",Valencia High,65,170,,4,,5,California,2007
ol,Anthony Davis,"Piscataway, New Jersey",Piscataway,0,341,,4,,5,Rutgers,2007
ath,Gerald Jones,"Oklahoma City, Oklahoma",Millwood,78,185,,4,,5,Tennessee,2007
qb,Peter Lalich,"Springfield, Virginia",West Springfield,0,235,,4,,5,Virginia,2007
db,Dionte Allen,"Orchard Lake, Michigan",St. Mary's,65,175,,4,,5,Florida State,2007
ol,Antwane Greenlee,"Columbus, Georgia",Hardaway,0,302,,4,,5,Florida State,2007
qb,Willy Korn,"Duncan, South Carolina",Byrnes,0,200,,4,,5,Clemson,2007
rb,Brandon Saine,"Piqua, Ohio",Piqua,78,200,,4,,5,Ohio State,2007
k,Chas Henry,"Dallas, Georgia",East Paulding,78,180,,3,,5,Florida,2007
de,Richetti Jones,"Dallas, Texas",Lincoln,0,234,,4,,5,Oklahoma State,2007
te,Nate Chandler,"San Diego, California",Mira Mesa,78,225,,4,,5,UCLA,2007
ol,David Molk,"Lemont, Illinois","",78,280,,3,,5,Michigan,2007
lb,Scotty Cooper,"Lake City, South Carolina",Lake City,78,206,,4,,5,Clemson,2007
rb,John Douglas,"Augusta, Georgia",Aquinas,78,235,,3,,5,Auburn,2007
de,Alex Watkins,"Brownsville, Tennessee",Haywood,78,225,,4,,5,Alabama,2007
de,Jamar Jackson,"Richmond, Virginia",Varina,78,225,,4,,6,Florida State,2007
dt,Joseph Barksdale,"Detroit, Michigan",Cass Tech,0,323,,4,,6,LSU,2007
te,Blaine Irby,"Ventura, California",St. Bonaventure,0,224,,4,,6,Texas,2007
ol,Aundre McGaskey,"La Marque, Texas",La Marque,78,290,,4,,6,Texas,2007
ath,Anthony Boyles,"Gardena, California",Serra,78,185,,4,,6,Washington,2007
db,Chaz Powell,"New Freedom, Pennsylvania",Susquehannock,0,184,,4,,6,Penn State,2007
rb,Devon Ramsay,"Red Bank, New Jersey",Lawrenceville Prep,0,242,,3,,6,North Carolina,2007
qb,Pat Bostick,"Lancaster, Pennsylvania",Manheim Township,0,220,,4,,6,Pittsburgh,2007
rb,Lennon Creer,"Tatum, Texas",Tatum,78,202,,4,,6,Tennessee,2007
ol,Todd Huber,"Palos Verdes Estates, California",Peninsula,0,273,,3,,6,California,2007
qb,Keith Nichol,"Lowell, Michigan",Lowell,78,195,,4,,6,Oklahoma,2007
wr,Duval Kamara,"Hoboken, New Jersey",Hoboken,0,209,,4,,6,Notre Dame,2007
lb,Lorenzo Edwards,"Orlando, Florida",Edgewater,0,220,,4,,6,Florida,2007
ol,Bryan Bulaga,"Woodstock, Illinois",Marian Central Catholic,78,270,,4,,6,Iowa,2007
de,Derrick Morgan,"Coatesville, Pennsylvania",Coatesville,78,260,,4,,6,Georgia Tech,2007
rb,Foswhitt Whittaker,"Pearland, Texas","",65,187,,4,,6,Texas,2007
k,David Green,"Mission Viejo, California",Mission Viejo,78,210,,3,,6,Stanford,2007
db,Marcus Gilchrist,"High Point, North Carolina",T.W. Andrews,65,175,,4,,6,Clemson,2007
lb,Earl Patin,"Baton Rouge, Louisiana",Southern Lab,0,228,,4,,6,Baylor,2007
db,Morgan Burnett,"College Park, Georgia",North Clayton,0,182,,4,,7,Georgia Tech,2007
rb,Omar Bolden,"Ontario, California",Colony,65,185,,4,,7,Arizona State,2007
ath,Golden Tate,"Hendersonville, Tennessee",Pope John Paul II,65,175,,4,,7,Notre Dame,2007
dt,Andre Jones,"El Paso, Texas",Andress,78,305,,4,,7,Texas,2007
wr,DeAngelo Benton,"Bastrop, Louisiana",Bastrop,78,195,,4,,7,LSU,2007
lb,Apaiata Tuihalamaka,"Gardena, California",Serra,78,205,,4,,7,Arizona,2007
qb,Chris Forcier,"San Diego, California",St. Augustine,78,185,,4,,7,UCLA,2007
de,Kenny Rowe,"Long Beach, California",Poly,0,210,,4,,7,Oregon,2007
ol,Martin Coleman,"Huntington Beach, California",Edison,0,290,,4,,7,USC,2007
ol,Garth Gerhart,"Norco, California",Norco,0,299,,3,,7,Arizona State,2007
ol,Jaivorio Burkes,"Phoenix, Arizona",Moon Valley,0,311,,4,,7,Nebraska,2007
te,Bailey Woods,"Marietta, Georgia",Walton,0,240,,4,,7,Auburn,2007
rb,Robert Hughes,"Chicago, Illinois",Hubbard,0,226,,4,,7,Notre Dame,2007
rb,Henry Hynoski,"Catawissa, Pennsylvania",Southern Columbia,0,235,,3,,7,Pittsburgh,2007
db,Ben Wells,"Beaumont, Texas",Ozen,78,185,,4,,7,Texas,2007
de,Allen Bailey,"Darien, Georgia",Mcintosh County Academy,0,255,,4,,7,Miami (FL),2007
qb,Jarrett Lee,"Brenham, Texas",Brenham,0,192,,4,,7,LSU,2007
lb,Terence Fells-Danzer,"Culpeper, Virginia",Culpeper,78,227,,4,,7,Virginia,2007
k,San San Te,"Hickory, North Carolina",Hickory,65,175,,3,,7,Rutgers,2007
db,Michael McNeil,"Mobile, Alabama",Davidson,78,200,,4,,8,Auburn,2007
dt,Myles Wade,"Portland, Oregon",Central Catholic,0,322,,4,,8,Oregon,2007
qb,Robert Marve,"Tampa, Florida",Plant,0,189,,4,,8,Miami (FL),2007
db,Anthony Gildon,"Westlake Village, California",Oaks Christian,65,185,,4,,8,Oregon,2007
ath,Malcolm Smith,"Woodland Hills, California",Taft,78,200,,4,,8,USC,2007
ol,Quintin Richardson,"Columbia, South Carolina",Spring Valley,0,265,,4,,8,South Carolina,2007
lb,Brandon Hicks,"Jacksonville, Florida",Forrest,78,205,,4,,8,Florida,2007
rb,Dennis Rogan,"Knoxville, Tennessee",Fulton High School,0,167,,3,,8,Tennessee,2007
rb,Caleb King,"Norcross, Georgia",Greater Atlanta Christian,0,186,,4,,8,Georgia,2007
de,Frank Alexander,"Baton Rouge, Louisiana",Southern Lab,78,248,,4,,8,Oklahoma,2007
ol,Harland Gunn,"Omaha, Nebraska",Central High School,78,300,,3,,8,Miami (FL),2007
qb,Kodi Burns,"Fort Smith, Arkansas",Northside Senior,78,195,,4,,8,Auburn,2007
de,Travian Robertson,"Laurinburg, North Carolina",Scotland County,78,230,,4,,8,South Carolina,2007
lb,Steve Sloan,"San Jose, California",Archbishop Mitty,0,219,,4,,8,UCLA,2007
wr,Deonte Thompson,"Belle Glade, Florida",Glades Central,78,180,,4,,8,Florida,2007
ol,Stefen Wisniewski,"Pittsburgh, Pennsylvania",Central Catholic,78,275,,4,,8,Penn State,2007
te,Lansford Watson,"Brooklyn, New York",Lincoln,78,226,,4,,8,Maryland,2007
rb,Ryan McCants,"Corona, California",Santiago,78,230,,3,,8,Oregon State,2007
k,Kevin Goessling,"Anaheim, California",Servite,65,168,,3,,8,Fresno State,2007
wr,Dez Bryant,"Lufkin, Texas",Lufkin,78,195,,4,,9,Oklahoma State,2007
rb,Jahvid Best,"Richmond, California",Salesian,65,183,,4,,9,California,2007
db,Gary Gray,"Columbia, South Carolina",Richland Northeast,0,163,,4,,9,Notre Dame,2007
qb,Steven Threet,"Adrian, Michigan","",0,225,,4,,9,Georgia Tech,2007
ol,Chris Jacobson,"Pittsburgh, Pennsylvania",Keystone Oaks,78,284,,4,,9,Pittsburgh,2007
ol,Darrion Weems,"Woodland Hills, California",Taft,78,285,,4,,9,Oregon,2007
de,Michael Reardon,"Villa Park, California",Lutheran,78,260,,4,,9,USC,2007
db,Marshall Jones,"Westlake Village, California",Oaks Christian,78,185,,4,,9,USC,2007
te,David Williams,"Little Rock, Arkansas",Central Arkansas Christian,0,240,,4,,9,Arkansas,2007
rb,Lee Chambers,"Coffeeville, Mississippi",Coffeeville,78,193,,3,,9,Miami (FL),2007
lb,Josh Bynes,"Lauderdale Lakes, Florida",Boyd Anderson,0,212,,4,,9,Auburn,2007
ol,William Vlachos,"Birmingham, Alabama",Mountain Brook,78,287,,3,,9,Alabama,2007
k,Josh Jasper,"Memphis, Tennessee",Ridgeway,78,165,,3,,9,LSU,2007
ath,Mark Barnes,"Columbia, South Carolina",Richland Northeast,78,194,,4,,9,South Carolina,2007
de,Jerry Howard,"Orlando, Florida",Jones,78,240,,4,,9,Florida,2007
lb,Akeem Ayers,"Los Angeles, California",Verbum Dei,0,214,,4,,9,UCLA,2007
qb,Josh Nesbitt,"Greensboro, Georgia",Greene County,0,204,,4,,9,Georgia Tech,2007
dt,Drake Nevis,"Marrero, Louisiana",John Ehret,0,281,,4,,9,LSU,2007
rb,Vince Helmuth,"Saline, Michigan",Saline,78,235,,3,,9,Michigan,2007
de,Devon Still,"Wilmington, Delaware",Howard,0,251,,4,,10,Penn State,2007
rb,Jonathan Dwyer,"Marietta, Georgia",Kell,78,197,,4,,10,Georgia Tech,2007
wr,Niles Paul,"Omaha, Nebraska",North,78,210,,4,,10,Nebraska,2007
qb,B.J. Coleman,"Chattanooga, Tennessee",McCallie School,78,180,,4,,10,Tennessee,2007
dt,John Brown,"Lakeland, Florida",Lakeland,78,285,,4,,10,Florida,2007
ol,Darris Sawtelle,"Birmingham, Michigan",Brother Rice,78,295,,4,,10,Tennessee,2007
db,James Scott,"Daytona Beach, Florida",Seabreeze,0,163,,4,,10,Ohio State,2007
ath,Phelon Jones,"Mobile, Alabama",McGill Toolen,78,185,,4,,10,LSU,2007
db,Christian Scott,"Dallas, Texas",Skyline,78,185,,4,,10,Texas,2007
de,Tony Tucker,"Washington, District of Columbia",St. John's College High,0,225,,4,,10,Pittsburgh,2007
lb,Pat Lazear,"Wheaton, Maryland",Wheaton,0,229,,4,,10,West Virginia,2007
rb,Victor Anderson,"Louisville, Kentucky",St. Xavier,65,170,,3,,10,Louisville,2007
ol,Mason Cloy,"Columbia, South Carolina",Spring Valley,78,265,,3,,10,Clemson,2007
qb,Logan Gray,"Columbia, Missouri",Rock Bridge,0,185,,4,,10,Georgia,2007
ol,Rishaw Johnson,"Hammond, Louisiana",Hammond,0,315,,4,,10,Mississippi,2007
te,Christian Ballard,"Lawrence, Kansas",Free State,0,279,,4,,10,Iowa,2007
lb,Jermale Hines,"Cleveland, Ohio",Glenville Academic Campus,78,205,,4,,10,Ohio State,2007
k,Erik Folk,"Sherman Oaks, California",Notre Dame,65,185,,3,,10,Washington,2007
rb,William Anderson,"St. Louis, Missouri",Hazelwood East,78,220,,3,,10,Arkansas State,2007
de,Justin Houston,"Statesboro, Georgia",Statesboro,0,228,,4,,11,Georgia,2007
rb,Robert Elliott,"Okolona, Mississippi",Okolona,0,191,,4,,11,Mississippi State,2007
lb,Manny Abreu,"Union City, New Jersey",Union City,78,230,,4,,11,Rutgers,2007
qb,Kellen Kiilsgaard,"Auburn, Washington",Auburn,78,215,,4,,11,Stanford,2007
qb,Brock Mansion,"Dallas, Texas",Episcopal School Of Dallas,0,221,,3,,11,California,2007
wr,Malcolm Williams,"Garland, Texas",Garland,78,205,,4,,11,Texas,2007
ath,Malachi Lewis,"Oxnard, California",Rio Mesa,0,215,,4,,11,Oregon,2007
ol,Matt Summers-Gavin,"San Francisco, California",St. Ignatius,78,271,,4,,11,California,2007
de,Jazzmen Guy,"Hazlehurst, Mississippi",Hazlehurst Senior,78,265,,4,,11,Mississippi State,2007
db,Damien Berry,"Belle Glade, Florida",Glades Central,0,197,,4,,11,Miami (FL),2007
te,Devin Mahina,"Upland, California",Upland,0,221,,4,,11,Brigham Young,2007
db,Ryan Broyles,"Norman, Oklahoma",Norman,78,170,,4,,11,Oklahoma,2007
ol,Chris Little,"Jeffersonville, Georgia",Twiggs County,0,342,,4,,11,Georgia,2007
lb,Rennie Curran,"Snellville, Georgia",Brookwood,0,202,,4,,11,Georgia,2007
dt,Josh Brent,"Bloomington, Illinois",Central Catholic,78,280,,4,,11,Illinois,2007
rb,Juwan Franklin,"Dunnellon, Florida",Dunnellon,78,185,,3,,11,Arkansas,2007
rb,Ryan Van Rensburg,"Jacksonville, Florida",Bolles,78,225,,3,,11,Vanderbilt,2007
ol,Desmond Roberts,"Gaston, North Carolina",Northampton County,78,265,,3,,11,North Carolina State,2007
k,Shea Brewster,"College Station, Texas",A&M Consolidated,65,160,,3,,11,Baylor,2007
ath,Earl Thomas,"Orange, Texas",West Orange-Stark,65,174,,4,,12,Texas,2007
dt,Donald Langley,"Germantown, Maryland",Seneca Valley,0,295,,4,,12,Tennessee,2007
qb,Griffin Robles,"Spanish Fork, Utah",Spanish Fork,0,207,,3,,12,Utah,2007
ol,Jarvis Jones,"Rosenberg, Texas",Lamar Consolidated,78,250,,4,,12,LSU,2007
de,Russell Carter,"Houston, Texas",Westbury,78,230,,4,,12,Texas,2007
rb,Bradley Stephens,"McAllen, Texas",McAllen Memorial,65,185,,4,,12,Texas A&M,2007
lb,J'Courtney Williams,"Christchurch, Virginia",Christchurch School,0,212,,4,,12,Virginia,2007
wr,Toney Clemons,"New Kensington, Pennsylvania",Valley,78,205,,4,,12,Michigan,2007
ol,Chaz Ramsey,"Madison, Mississippi",Madison Central,0,285,,4,,12,Auburn,2007
db,Nate Oliver,"Lakewood, Ohio",St. Edward,0,199,,4,,12,Ohio State,2007
db,Jamell Fleming,"Arlington, Texas",Seguin,0,187,,4,,12,Oklahoma,2007
rb,Marcus Mendoza,"Houston, Texas",Spring Woods,65,175,,3,,12,Nebraska,2007
ol,Kevin Freitag,"Burien, Washington",Kennedy,78,288,,3,,12,Washington State,2007
rb,Steven Foster,"Sedgwick, Kansas",Sedgwick,78,230,,3,,12,Kansas,2007
de,Kourtnei Brown,"Charlotte, North Carolina",Victory Christian,0,230,,4,,12,Clemson,2007
te,Jordon Corbin,"Lakeland, Florida",Lakeland,78,235,,4,,12,LSU,2007
qb,Bradley Starks,"Orange, Virginia",Orange County,78,180,,4,,12,West Virginia,2007
k,Josh Cherry,"McCook, Nebraska","",78,170,,3,,12,Kansas State,2007
ath,Greg Little,"Durham, North Carolina",Hillside,0,214,,4,,13,North Carolina,2007
lb,Terrance Pritchett,"Sacramento, California",Grant,78,205,,4,,13,Oregon,2007
ol,Derek Sherrod,"Columbus, Mississippi",Caledonia,78,298,,4,,13,Mississippi State,2007
dt,Cameron Heyward,"Suwanee, Georgia",Peachtree Ridge,0,264,,4,,13,Ohio State,2007
wr,Brandon Gibson,"Mobile, Alabama",UMS Wright,78,190,,4,,13,Alabama,2007
rb,Avery Horn,"Hanford, California",Hanford,65,195,,3,,13,Michigan,2007
qb,Bryson Beirne,"Honolulu, Hawaii",Mid Pacific Institute,78,215,,3,,13,Arizona,2007
db,Chris Lett,"Pensacola, Florida",Pensacola,0,195,,4,,13,Alabama,2007
ol,Andrew Roxas,"La Canada, California",St. Francis,0,298,,3,,13,Washington State,2007
rb,Brian Maddox,"Anderson, South Carolina",T. L. Hanna,78,215,,4,,13,South Carolina,2007
te,Chris Izbicki,"Kirkland, Washington",Lake Washington,78,240,,4,,13,Washington,2007
lb,Brian Smith,"Overland Park, Kansas",St. Thomas Aquinas,0,222,,4,,13,Notre Dame,2007
de,John Stokes,"Memphis, Tennessee",University School,78,225,,4,,13,Vanderbilt,2007
ol,Ernest McCoy,"Belle Glade, Florida",Glades Central,78,330,,4,,13,LSU,2007
k,Jimmy Stevens,"Oklahoma City, Oklahoma",Heritage Hall,65,170,,3,,13,Oklahoma,2007
db,Nick Sukay,"Greensburg, Pennsylvania",Central Catholic,78,200,,4,,13,Penn State,2007
de,Jason Peters,"Baton Rouge, Louisiana",Catholic,78,262,,4,,13,Georgia Tech,2007
qb,Marvin McNutt,"Hazelwood, Missouri",Central High,78,180,,3,,13,Iowa,2007
ol,Trinton Sturdivant,"Wadesboro, North Carolina",Anson,0,280,,4,,14,Georgia,2007
wr,Ahmad Paige,"Sterlington, Louisiana",Sterlington,78,175,,4,,14,Tennessee,2007
lb,Jonathan Frink,"Oxford, Mississippi",Oxford,0,214,,3,,14,Stanford,2007
ath,William Cole,"Cedar Hill, Texas",Cedar Hill,0,165,,4,,14,Oklahoma State,2007
de,Rae Sykes,"Alcoa, Tennessee",Alcoa,78,240,,4,,14,Tennessee,2007
db,Desmond Jackson,"Seguin, Texas",Seguin,0,187,,4,,14,Oklahoma,2007
dt,Antonio Jeremiah,"Hilliard, Ohio",Darby,0,280,,4,,14,Michigan State,2007
db,Akeem Auguste,"Hollywood, Florida",Chaminade Madonna,65,175,,4,,14,South Carolina,2007
rb,Broderick Green,"Little Rock, Arkansas",Pulaski Academy,78,230,,4,,14,USC,2007
qb,Justin Siller,"Orchard Lake, Michigan",St. Mary's,0,191,,3,,14,Purdue,2007
ol,Landon Walker,"Ronda, North Carolina",East Wilkes,78,275,,4,,14,Clemson,2007
de,D.J. Stafford,"LaGrange, Georgia",La Grange,78,263,,4,,14,Kentucky,2007
ol,Jeremiah Hatch,"Dallas, Texas",Carter,0,301,,3,,14,Kansas,2007
te,Grant Freeman,"Paris, Arkansas",Paris,78,243,,4,,14,Arkansas,2007
lb,Chris Walker,"Memphis, Tennessee",Christian Brothers,78,220,,4,,14,Tennessee,2007
qb,Matt Simms,"Ramsey, New Jersey",Don Bosco Prep,78,200,,3,,14,Louisville,2007
rb,Frank Edmonds,"Lakewood, Ohio",St. Edward,0,180,,3,,14,Ball State,2007
de,Von Miller,"DeSoto, Texas","",0,210,,4,,15,Texas A&M,2007
ol,Maurkice Pouncey,"Lakeland, Florida",Lakeland,78,287,,4,,15,Florida,2007
dt,Simi Fili,"Salt Lake City, Utah",Cottonwood Senior,0,339,,4,,15,Oregon,2007
qb,G.J. Kinne,"Gilmer, Texas",Gilmer,78,207,,3,,15,Texas,2007
ath,Ron Brooks,"Irving, Texas",Macarthur,78,170,,4,,15,LSU,2007
rb,Terence Kerns,"Frederick, Maryland",Thomas Johnson,0,208,,4,,15,West Virginia,2007
ol,Carson York,"Coeur d' Alene, Idaho",Lake City,78,270,,4,,15,Oregon,2007
lb,Antonio White,"Hollandale, Mississippi",Simmons School,78,240,,3,,15,Mississippi State,2007
wr,Israel Troupe,"Tifton, Georgia",Tift County,0,200,,4,,15,Georgia,2007
ol,Greg Gaskins,"York, Pennsylvania",William Penn,0,280,,3,,15,Pittsburgh,2007
db,David Ross,"Compton, California",Dominguez,0,174,,4,,15,Oregon State,2007
de,Corey Eason,"Mansfield, Massachusetts",Mansfield,78,265,,4,,15,Boston College,2007
rb,J.J. Di Luigi,"Canyon Country, California",Canyon,65,175,,3,,15,Brigham Young,2007
te,Devonte Campbell,"Forestville, Maryland",Forestville High,78,234,,4,,15,Maryland,2007
lb,Andrew Dailey,"Massillon, Ohio",Washington,0,209,,4,,15,Penn State,2007
db,Michael Williams,"Ventura, California",St. Bonaventure,0,181,,4,,15,Michigan,2007
qb,Jason Munns,"Kennewick, Washington",Southridge,0,229,,3,,15,Brigham Young,2007
qb,Phillip Bates,"Omaha, Nebraska",North,0,189,,3,,16,Iowa State,2007
ath,Demarcus VanDyke,"Miami, Florida",Pace,0,161,,4,,16,Miami (FL),2007
te,Ahmard Howard,"Brenham, Texas",Brenham,78,225,,3,,16,Texas,2007
db,Todd Doxey,"San Diego, California",Hoover,78,175,,4,,16,Oregon,2007
rb,Bo Williams,"Oakland Park, Florida",Northeast,0,203,,4,,16,Florida,2007
wr,Jermaine McKenzie,"Bradenton, Florida",Bradenton Prep,0,164,,4,,16,Miami (FL),2007
ol,Michael Pouncey,"Lakeland, Florida",Lakeland,78,280,,4,,16,Florida,2007
qb,Chasen Stangel,"San Jacinto, California",San Jacinto,0,184,,3,,16,Arizona State,2007
de,Neland Ball,"Jackson, Georgia",Jackson,0,216,,4,,16,Georgia,2007
lb,Nathan Stupar,"State College, Pennsylvania",State College,78,220,,4,,16,Penn State,2007
dt,Will Blackwell,"West Monroe, Louisiana",West Monroe,0,296,,4,,16,LSU,2007
de,Anthony Jacobs,"Northfield, Minnesota",Northfield,78,265,,4,,16,Minnesota,2007
ol,John Elliott,"East Meadow, New York",East Meadow,0,288,,4,,16,Boston College,2007
db,Donnie Evege,"Huber Heights, Ohio",Wayne High School,65,185,,4,,16,Ohio State,2007
ol,J.T. Beasley,"Dyersburg, Tennessee",Dyersburg,0,260,,3,,16,Missouri,2007
lb,Kevin Rouse,"Joliet, Illinois",Joliet Catholic,0,217,,3,,16,Wisconsin,2007
db,Cris Hill,"Highland Springs, Virginia",Highland Springs,0,166,,4,,17,Virginia Tech,2007
dt,D'Angelo McCray,"Jacksonville, Florida",Andrew Jackson,0,289,,4,,17,Illinois,2007
