position,name,location,school,height,weight,fourty,stars,rating,rank,institution,year
rb,Terry Grant,"Lumberton, Mississippi",Lumberton,65,180,,4,,4,Alabama,2006
ol,Connor Smith,"Cincinnati, Ohio",Colerain,78,300,,4,,4,Ohio State,2006
ol,Jake Dean,"Lancaster, California",Paraclete,78,261,,4,,4,UCLA,2006
ath,Jamere Holland,"Woodland Hills, California",Taft,78,175,,4,,4,USC,2006
lb,Akeem Hebron,"Gaithersburg, Maryland",Good Counsel,78,195,,4,,4,Georgia,2006
de,Deantwan Whitehead,"Birmingham, Alabama",West End,78,245,,4,,4,Louisville,2006
qb,Jake Locker,"Ferndale, Washington",Ferndale,78,210,,4,,4,Washington,2006
db,Tervaris Johnson,"Miami, Florida",Monsignor Pace,78,211,,4,,4,Miami (FL),2006
lb,Marcus Sims,"Tallahassee, Florida",North Florida Christian,78,211,,4,,4,Florida State,2006
db,Chykie Brown,"Houston, Texas",North Shore,78,175,,4,,4,Texas,2006
te,Jordon McMichael,"Minneapolis, Minnesota",Breck,78,230,,4,,4,Boston College,2006
dt,Butch Lewis,"Aurora, Colorado",Regis Jesuit,78,280,,4,,4,USC,2006
ol,Jake Bscherer,"Sturgeon Bay, Wisconsin","",78,270,,4,,4,Wisconsin,2006
de,Jermaine Cunningham,"Stone Mountain, Georgia",Stephenson,78,196,,4,,4,Florida,2006
k,Brett Swenson,"Ft. Lauderdale, Florida",St. Thomas Aquinas,65,165,,3,,4,Michigan State,2006
rb,Luke Schmidt,"Jasper, Indiana","",78,230,,3,,4,Notre Dame,2006
ol,Antonio Logan-El,"Forestville, Maryland",Forestville High,78,307,,4,,5,Penn State,2006
ath,Jarred Fayson,"Tampa, Florida",Hillsborough,78,184,,4,,5,Florida,2006
ol,Matt Carufel,"St. Paul, Minnesota",Cretin-Derham Hall,78,280,,4,,5,Notre Dame,2006
wr,David Ausberry,"Lemoore, California",Lemoore,78,213,,4,,5,USC,2006
db,Darian Hagan,"Los Angeles, California",Crenshaw,65,180,,4,,5,California,2006
de,Derek Simmons,"Fairfield, California",Armijo,78,268,,4,,5,USC,2006
dt,Derrick Hill,"Oakland, California",McClymonds,78,278,,4,,5,California,2006
rb,Chane Moline,"Mission Viejo, California",Mission Viejo,78,240,,3,,5,UCLA,2006
qb,Jeremy Ricker,"Harrisburg, Pennsylvania",Bishop McDevitt,78,201,,4,,5,Maryland,2006
lb,Jared Norton,"Rowlett, Texas",Rowlett,78,232,,4,,5,Texas,2006
rb,Carlos Brown,"Franklin, Georgia",Heard County,78,205,,4,,5,Michigan,2006
te,Caz Piurowski,"Land O'Lakes, Florida","",78,234,,4,,5,Florida State,2006
db,Ryan Hill,"Tallahassee, Florida",Rickards,78,178,,4,,5,Miami (FL),2006
de,Ugo Chinasa,"Richardson, Texas",Berkner,78,220,,4,,5,Oklahoma State,2006
qb,Pat Devlin,"Exton, Pennsylvania",Downington East,78,200,,4,,5,Penn State,2006
lb,Michael Morgan,"Dallas, Texas",Skyline,78,200,,4,,5,USC,2006
ol,Andy Keane,"Palm Springs, California",Palm Springs,78,269,,4,,5,UCLA,2006
rb,Chevon Walker,"Fort Myers, Florida",Riverdale,65,185,,4,,5,Florida,2006
k,Igor Iveljic,"Mentor, Ohio",Mentor,78,180,,3,,5,Akron,2006
de,Lamarr Houston,"Colorado Springs, Colorado",Doherty,0,257,,4,,6,Texas,2006
wr,Damon McDaniel,"Virginia Beach, Virginia",Landstown,78,192,,4,,6,Florida State,2006
ol,J.B. Walton,"Indian Head, Maryland",Lackey,78,275,,4,,6,Penn State,2006
db,DeAndre McDaniel,"Tallahassee, Florida",Godby,0,185,,4,,6,Clemson,2006
dt,Charles Deas,"Ft. Lauderdale, Florida",Dillard,78,315,,4,,6,LSU,2006
lb,Jeremiha Hunter,"Harrisburg, Pennsylvania",Harrisburg,78,220,,4,,6,Iowa,2006
db,Devin Ross,"Rancho Cucamonga, California",Rancho Cucamonga,65,185,,4,,6,Arizona,2006
de,Bryant Miller,"Miami, Florida",Central,78,233,,4,,6,Auburn,2006
rb,Benjamin Tate,"Newark, Maryland",Snow Hill,65,204,,4,,6,Auburn,2006
k,Matt Bosher,"Jupiter, Florida",Jupiter,78,170,,3,,6,Miami (FL),2006
rb,Aram Olson,"Columbia, South Carolina",Irmo,78,237,,3,,6,Ohio State,2006
qb,Austen Arnaud,"Ames, Iowa",Ames Senior,78,200,,3,,6,Iowa State,2006
qb,Kevin Riley,"Beaverton, Oregon",Beaverton,78,192,,4,,6,California,2006
ol,Buck Burnette,"Wimberley, Texas",Wimberley,78,290,,4,,6,Texas,2006
te,Richard Dickson,"Ocean Springs, Mississippi",Ocean Springs,78,235,,4,,6,LSU,2006
ath,Allen Walker,"Olive Branch, Mississippi",Olive Branch,78,200,,4,,6,Mississippi,2006
rb,Jamaal Evans,"Irving, Texas","",65,185,,4,,6,Georgia Tech,2006
lb,Mark Johnson,"Los Angeles, California",Dorsey,78,230,,4,,6,Ohio State,2006
ol,Eric Olsen,"Brooklyn, New York",Poly Prep,78,300,,4,,6,Notre Dame,2006
rb,LeSean McCoy,"Harrisburg, Pennsylvania",Bishop McDevitt,0,204,,4,,7,Miami (FL),2006
de,Jason Adjepong,"Carteret, New Jersey",Carteret,78,248,,4,,7,Virginia Tech,2006
de,Aaron Maybin,"Ellicot City, Maryland",Mt. Hebron,0,211,,4,,7,Penn State,2006
ol,Mark Jackson,"Columbus, Ohio",Brookhaven,78,301,,3,,7,Akron,2006
lb,Jarrell Miller,"Highland Springs, Virginia","",78,235,,4,,7,North Carolina,2006
ol,Aaron Brown,"Cincinnati, Ohio",Princeton,78,299,,4,,7,Virginia Tech,2006
ol,Justin Anderson,"Ocilla, Georgia",Irwin County,78,320,,4,,7,Georgia,2006
dt,Adam Patterson,"Columbia, South Carolina",Richland Northeast,78,256,,4,,7,Michigan,2006
ath,Deon Beasley,"Orange, Texas",West Orange Stark,65,160,,4,,7,Texas,2006
qb,Garrett Green,"Sherman Oaks, California",Notre Dame,78,190,,3,,7,USC,2006
qb,Neil Caudle,"Hoover, Alabama",Spain Park,78,191,,4,,7,Auburn,2006
lb,Derrick Odom,"Jackson, Mississippi",Callaway,78,196,,4,,7,LSU,2006
te,Nate Byham,"Polk, Pennsylvania",Franklin Area,78,215,,4,,7,Pittsburgh,2006
rb,Toby Gerhart,"Norco, California",Norco HS,78,228,,3,,7,Stanford,2006
rb,Kordell Young,"West Deptford, New Jersey",West Deptford,65,177,,4,,7,Rutgers,2006
wr,Raymond Small,"Cleveland, Ohio",Glenville Academic Campus,65,173,,4,,7,Ohio State,2006
db,Raeshon McNeil,"Mocksville, North Carolina",Davie County,78,175,,4,,7,Notre Dame,2006
db,Steve Brown,"Columbus, Indiana",East,78,197,,4,,7,Michigan,2006
rb,Charles Scott,"Jonesboro, Louisiana",Hodge,0,215,,4,,8,LSU,2006
de,Adrian Clayborn,"Webster Groves, Missouri","",0,247,,4,,8,Iowa,2006
qb,Sherrod Harris,"Arlington, Texas",Bowie,78,206,,3,,8,Texas,2006
ol,Chad Roark,"Ada, Oklahoma","",78,290,,3,,8,Oklahoma,2006
db,Leonard Hewitt,"Lufkin, Texas",Lufkin,65,175,,4,,8,Texas Tech,2006
db,Perrish Cox,"Waco, Texas",University,78,175,,4,,8,Oklahoma State,2006
lb,Anthony Lewis,"Haltom City, Texas",Haltom,78,220,,4,,8,Texas A&M,2006
ol,Micah Kia,"Miliani, Hawaii",Mililani,78,295,,4,,8,UCLA,2006
ath,Dorin Dickerson,"Imperial, Pennsylvania",West Allegheny,78,202,,4,,8,Pittsburgh,2006
wr,Greg Mathews,"Orlando, Florida",Edgewater,78,189,,4,,8,Michigan,2006
rb,Shaun Chapas,"Jacksonville, Florida",Bolles,78,235,,3,,8,Georgia,2006
dt,Tom McEowen,"Feasterville, Pennsylvania",Neshaminy,78,279,,4,,8,Penn State,2006
de,Kentrell Lockett,"Hahnville, Louisiana",Hahnville,78,212,,4,,8,Mississippi,2006
lb,Cobrani Mixon,"Cincinnati, Ohio",Colerain,78,220,,4,,8,Michigan,2006
ol,Garrett Anderson,"Irmo, South Carolina",Dutch Fork,78,270,,4,,8,South Carolina,2006
te,Jake Ballard,"Springboro, Ohio","",78,250,,4,,8,Ohio State,2006
qb,Chris Smelley,"Tuscaloosa, Alabama",American Christian,78,213,,4,,8,South Carolina,2006
rb,Demetrius Goode,"LaGrange, Georgia",Troup County,65,185,,4,,8,Kentucky,2006
wr,Damian Williams,"Springdale, Arkansas",Springdale,78,180,,4,,9,Arkansas,2006
ol,Ricky Henry,"Omaha, Nebraska",Burke,78,295,,3,,9,Nebraska,2006
rb,Emmanuel Moody,"Coppell, Texas",Coppell,78,195,,4,,9,USC,2006
qb,Zach Frazer,"Mechanicsburg, Pennsylvania",Mechanicsburg,78,215,,4,,9,Notre Dame,2006
db,Malcolm Williams,"Grand Prairie, Texas",South Grand Prairie,65,172,,4,,9,Oklahoma,2006
rb,Richard Murphy,"Rayville, Louisiana",Rayville,78,195,,4,,9,LSU,2006
de,Chris Lewis,"Fresno, California",Clovis West,78,237,,3,,9,Miami (FL),2006
ath,Earl Alexander,"Phenix City, Alabama",Central,78,200,,4,,9,Alabama,2006
dt,Alex Parsons,"Irvine, California",Woodbridge,78,260,,4,,9,USC,2006
ol,Kiante Tripp,"Atlanta, Georgia",Westlake,78,244,,4,,9,Georgia,2006
te,Michael Goggans,"Alexander City, Alabama",Benjamin Russell,78,247,,4,,9,Auburn,2006
db,Asher Allen,"Tucker, Georgia",Tucker,65,187,,4,,9,Georgia,2006
rb,Brooks Reed,"Tucson, Arizona",Sabino,78,216,,3,,9,Arizona,2006
lb,Thaddeus Gibson,"Euclid, Ohio","",78,205,,4,,9,Ohio State,2006
lb,Van Stumon,"North Little Rock, Arkansas",North Little Rock,78,238,,4,,9,Arkansas,2006
de,Jamie Cumbie,"Morris, Illinois","",78,255,,4,,9,Clemson,2006
ol,Jacques McClendon,"Chattanooga, Tennessee",Baylor School,78,295,,4,,9,Tennessee,2006
qb,Antonio Henton,"Fort Valley, Georgia",Peach County,78,210,,3,,9,Ohio State,2006
rb,Knowshon Moreno,"Middletown, New Jersey",Middletown South,65,205,,4,,10,Georgia,2006
wr,Jared Mitchell,"New Iberia, Louisiana",Westgate,0,197,,4,,10,LSU,2006
lb,Dustin Doe,"Jasper, Florida",Suwanee,78,206,,4,,10,Florida,2006
qb,Tyler Lyon,"Newhall, California",Hart,78,215,,3,,10,Arizona,2006
dt,Leslie Stirrups,"Tampa, Florida",Hillsborough,78,274,,4,,10,South Florida,2006
lb,Travis Goethel,"Vista, California",Vista,78,218,,4,,10,Arizona State,2006
te,Anthony McCoy,"Fresno, California",Bullard,78,240,,4,,10,USC,2006
ol,Zack Heberer,"San Pedro, California",San Pedro,78,269,,4,,10,USC,2006
de,Brandon Wood,"Buchanan, Georgia",Haralson County,78,254,,4,,10,Georgia,2006
rb,Josh Adams,"Cary, North Carolina","",78,170,,3,,10,Wake Forest,2006
db,Anthony Leon,"Miami, Florida",Gulliver Prep,78,210,,4,,10,Florida State,2006
de,Kallen Wade,"Cincinnati, Ohio",Withrow,78,220,,3,,10,Notre Dame,2006
qb,Thaddeus Lewis,"Hialeah, Florida",Miami Lakes,78,189,,3,,10,Duke,2006
ol,Cory Brandon,"Corsicana, Texas",Corsicana,78,265,,4,,10,Oklahoma,2006
db,Jacques Rickerson,"St. Augustine, Florida",St. Augustine,65,176,,4,,10,Florida,2006
ath,Riley Cooper,"Clearwater, Florida",Central Catholic,78,208,,4,,10,Florida,2006
rb,Earl Mitchell,"Houston, Texas",North Shore,78,251,,3,,10,Arizona,2006
ol,Brian Motley,"Autaugaville, Alabama",Autaugaville,78,266,,3,,10,Alabama,2006
qb,Greg McElroy,"Southlake, Texas",Carroll,0,212,,3,,11,Alabama,2006
ol,Chris Stewart,"Klein, Texas","",78,340,,4,,11,Notre Dame,2006
qb,Rick Stanzi,"Mentor, Ohio",Lake Catholic,0,193,,3,,11,Iowa,2006
rb,Johnny White,"Asheville, North Carolina",Asheville,65,195,,3,,11,North Carolina,2006
rb,Kylan Robinson,"Tampa, Florida",Chamberlain,78,215,,4,,11,Miami (FL),2006
db,Quintin Banks,"Warner Robins, Georgia",Houston County,78,193,,4,,11,Georgia,2006
ath,D'Vontrey Richardson,"Leesburg, Georgia",Lee County,78,200,,4,,11,Florida State,2006
rb,Justin Robertson,"Lakewood, California",Lakewood,65,225,,3,,11,Western Illinois,2006
lb,Ross Homan,"Coldwater, Ohio","",78,229,,4,,11,Ohio State,2006
dt,Phillip Taylor,"Clinton, Maryland",Gwynn Park,78,346,,4,,11,Penn State,2006
wr,Chris Bell,"Norfolk, Virginia",Granby,78,205,,4,,11,Penn State,2006
db,Ochuko Jenije,"Tallahassee, Florida",North Florida Christian,65,177,,4,,11,Florida State,2006
lb,Gabe Miller,"Lake Oswego, Oregon",Lake Oswego,78,220,,4,,11,Oregon State,2006
de,Doug Thacker,"Sanford, Florida",Seminole,78,245,,4,,11,Florida State,2006
ol,Josh Vernon,"Irving, Texas",Macarthur,78,275,,3,,11,TCU,2006
de,Mike Gee,"Englewood, New Jersey",Dwight Morrow,78,228,,3,,11,Virginia Tech,2006
ol,Taylor Pharr,"Irondale, Alabama",Shades Valley,78,268,,4,,11,Alabama,2006
te,Joe Torchia,"North Arlington, New Jersey",Queen of Peace,78,231,,4,,11,Virginia,2006
qb,Sam Bradford,"Oklahoma City, Oklahoma",Putnam City North,78,200,,3,,12,Oklahoma,2006
wr,Preston Parker,"Delray Beach, Florida",Atlantic Community,78,175,,4,,12,Florida State,2006
lb,Navorro Bowman,"Suitland, Maryland",Suitland,0,218,,4,,12,Penn State,2006
db,Bryan Thomas,"Zephyrhills, Florida",Zephryrhills,78,186,,4,,12,Florida,2006
ol,Zhamal Thomas,"New Iberia, Louisiana",New Iberia,78,335,,4,,12,LSU,2006
de,Josh Minton,"Somerset, Kentucky",Pulaski Southwestern,78,241,,3,,12,Kentucky,2006
te,Dedrick Epps,"Richmond, Virginia",Huguenot,78,227,,4,,12,Miami (FL),2006
ol,Wes Simon,"Plano, Texas",West,78,284,,3,,12,Colorado,2006
dt,Kenrick Ellis,"Lake Worth, Florida",John I. Leonard,78,318,,4,,12,South Carolina,2006
ol,Alex Stadler,"Bealeton, Virginia",Liberty,78,300,,4,,12,Alabama,2006
qb,Alex Loukas,"Deerfield, Illinois","",78,193,,3,,12,Stanford,2006
db,Jai Eugene,"Destrehan, Louisiana",Destrehan,65,169,,4,,12,LSU,2006
de,Jermaine Williams,"Phoenix, Arizona",Maryvale,78,255,,4,,12,Arizona State,2006
rb,E.J. Shankle,"Lufkin, Texas","",65,180,,3,,12,Texas A&M,2006
rb,Clark Gaston,"Ooltewah, Tennessee",Ooltewah,78,238,,3,,12,South Carolina,2006
lb,Akeem Dent,"Atlanta, Georgia",Douglass,78,210,,4,,12,Georgia,2006
rb,Mon Williams,"Mesquite, Texas",Horn,78,192,,4,,12,Florida,2006
ath,Anthony Summers,"Olive Branch, Mississippi",Olive Branch,78,200,,4,,12,Mississippi State,2006
dt,Jermarcus Ricks,"Leighton, Alabama",Colbert County,78,288,,4,,13,Auburn,2006
de,Raven Gray,"Enterprise, Alabama",Enterprise,78,235,,4,,13,Auburn,2006
ol,Jovon Hayes,"Los Angeles, California",Dorsey,78,320,,4,,13,Arizona,2006
wr,Chris Slaughter,"Fort Valley, Georgia",Peach County,78,170,,4,,13,Auburn,2006
rb,R.J. Garrett,"Los Angeles, California",Crenshaw,65,220,,3,,13,California,2006
db,Daniel Johnson,"Houston, Texas",Spring Woods,78,195,,4,,13,Texas Tech,2006
rb,Javarris James,"Immokalee, Florida","",78,201,,4,,13,Miami (FL),2006
ol,Marcus Gilbert,"Fort Lauderdale, Florida",St. Thomas Aquinas,78,270,,4,,13,Florida,2006
qb,Taylor Potts,"Abilene, Texas","",78,210,,3,,13,Texas Tech,2006
rb,Dimitri Nance,"Euless, Texas",Trinity School,65,191,,3,,13,Arizona State,2006
qb,Jared Funk,"Arlington Heights, Illinois",St. Viator,78,177,,3,,13,Vanderbilt,2006
ol,Kevin McCaskill,"Tallahassee, Florida",Godby,78,287,,3,,13,South Florida,2006
lb,A.J. Jones,"Tampa, Florida",Middleton,78,182,,4,,13,Florida,2006
db,Kurt Coleman,"Clayton, Ohio",Northmont,65,180,,4,,13,Ohio State,2006
ath,Jamar Hornsby,"Jacksonville, Florida",Sandalwood,78,195,,4,,13,Florida,2006
de,Jamil Paris,"Vero Beach, Florida",Sebastian River,78,213,,3,,13,Kentucky,2006
lb,Eric Gordon,"Traverse City, Michigan",West,78,217,,4,,13,Michigan State,2006
te,Andrew Quarless,"Uniondale, New York",Uniondale,78,222,,4,,13,Penn State,2006
rb,Anthony Bowman,"Orchard Lake, Michigan",St. Mary's,0,157,,3,,14,Iowa,2006
de,McKenzie Mathews,"Syracuse, New York",Christian Brothers,78,225,,3,,14,Pittsburgh,2006
wr,Terrence Austin,"Long Beach, California",Poly,65,165,,4,,14,UCLA,2006
lb,Jonathan Cornell,"La Puente, California",Bishop Amat,78,210,,4,,14,Mississippi,2006
ath,Tony Wilson,"Daytona Beach, Florida",Mainland,65,165,,4,,14,Georgia,2006
ol,Alex Linnenkohl,"Olympia, Washington",Capital,78,299,,3,,14,Oregon State,2006
ol,Curtis Bailey,"Dallas, Texas",Carter,78,340,,4,,14,Oklahoma,2006
rb,James Montgomery,"Rancho Cordova, California",Cordova,65,181,,4,,14,California,2006
te,Charlie Gantt,"Birmingham, Michigan",Brother Rice,0,233,,4,,14,Michigan State,2006
dt,Cameron Elisara,"Spokane, Washington",Joel E. Ferris,78,275,,4,,14,Washington,2006
ol,Lou Eliades,"Ocean, New Jersey",Ocean Township,78,286,,4,,14,Penn State,2006
de,Marcus Tillman,"Meadville, Mississippi",Franklin County,78,250,,4,,14,Mississippi,2006
lb,Dustin Earnest,"Texarkana, Texas",Texas,78,220,,3,,14,Texas,2006
db,Crezdon Butler,"Asheville, North Carolina",Asheville,78,180,,4,,14,Clemson,2006
qb,Christian Ponder,"Colleyville, Texas",Heritage School,78,202,,3,,14,Florida State,2006
qb,Adam Weber,"Shoreview, Minnesota",Mounds View,78,200,,3,,14,Minnesota,2006
db,Pha' Terrell Washington,"Waldorf, Maryland",Westlake,78,185,,4,,14,Maryland,2006
db,Shomari Clemons,"West Monroe, Louisiana",West Monroe,78,208,,4,,15,LSU,2006
rb,Kevin Collier,"Churchville, New York",Churchville-Chili,65,184,,4,,15,Pittsburgh,2006
de,Steven Wesley,"Bartow, Florida",Bartow High School,78,235,,3,,15,Miami (FL),2006
ath,Rickey Thenarse,"Los Angeles, California",Jordan,78,175,,4,,15,Nebraska,2006
te,Vince Jacobs,"Charlotte, North Carolina",Vance,78,218,,4,,15,North Carolina,2006
rb,Derrick Davis,"Meridian, Mississippi",Meridian,65,215,,3,,15,Mississippi,2006
dt,Josh Holmes,"San Diego, California",Point Loma,78,260,,4,,15,Miami (FL),2006
ol,Mike Berry,"Nashville, Tennessee",Brentwood Academy,78,296,,4,,15,Auburn,2006
de,Sean Gottschalk,"Glen Allen, Virginia",Deep Run,78,252,,4,,15,Virginia,2006
rb,Donte Bean,"Garland, Texas",North Garland,65,180,,3,,15,Kansas,2006
qb,Nate Davis,"Bellaire, Ohio","",78,215,,3,,15,Ball State,2006
wr,Justin Williams,"Folkston, Georgia",Charlton County,78,180,,4,,15,Florida,2006
ol,Jim Barrie,"Tampa, Florida",Berkeley Prep,78,310,,4,,15,Florida,2006
qb,Nick Stephens,"Flower Mound, Texas",Flower Mound,78,195,,3,,15,Tennessee,2006
ol,D.J. Burris,"Kenton, Ohio",Kenton,78,273,,3,,15,Minnesota,2006
lb,Bani Gbadyu,"Gaithersburg, Maryland",Quince Orchard,78,205,,4,,15,Penn State,2006
db,Marquis Johnson,"Sarasota, Florida",Booker,78,180,,4,,15,Alabama,2006
lb,Toryan Smith,"Rome, Georgia",Rome,78,230,,3,,15,Notre Dame,2006
ath,Michael Crabtree,"Dallas, Texas",Carter,78,190,,4,,16,Texas Tech,2006
ol,D.J. Jones,"Omaha, Nebraska",Central High School,78,300,,4,,16,Nebraska,2006
dt,Corey Hobbs,"Oviedo, Florida","",78,310,,4,,16,Florida,2006
qb,Justin Burke,"Lexington, Kentucky",Lexington Catholic,78,193,,3,,16,North Carolina State,2006
rb,R.J. Stanford,"Chino, California",Chino,78,180,,3,,16,Utah,2006
db,Robert Joseph,"Port Arthur, Texas",McAllen Memorial,78,180,,4,,16,Texas,2006
de,Milton Talbert,"Hattiesburg, Mississippi",Hattiesburg,78,225,,3,,16,Alabama,2006
rb,Tracy Slocum,"Clovis, California",East,65,195,,4,,16,California,2006
rb,Fred Munzenmaier,"Norcross, Georgia",Norcross,78,235,,3,,16,Georgia,2006
db,Patrick Robinson,"Miami, Florida",Gulliver Prep,0,169,,4,,16,Florida State,2006
te,Jason Fox,"Crowley, Texas",North Crowley,78,248,,4,,16,Miami (FL),2006
de,A.J. Simmons,"Oakland, California",Bishop O'Dowd,78,255,,4,,16,Arizona,2006
qb,Todd Reesing,"Lake Travis, Texas",Lake Travis,78,180,,3,,16,Kansas,2006
lb,Greg Webster,"Pittsburgh, Pennsylvania",Woodland Hills,78,217,,3,,16,Pittsburgh,2006
lb,Recardo Wright,"Orlando, Florida",Dr. Phillips,78,215,,4,,16,Florida State,2006
ol,Ramone Johnson,"Chicago, Illinois",Morgan Park,78,305,,4,,16,Tennessee,2006
wr,Mike McCoy,"Brandon, Mississippi",Northwest Rankin,78,200,,4,,16,Alabama,2006
ol,Eric Jobe,"LaPlata, Maryland","",78,271,,3,,16,West Virginia,2006
wr,Sam Shields,"Sarasota, Florida",Booker,78,180,,4,,17,Miami (FL),2006
te,Trent Pupello,"Tampa, Florida",Jefferson,78,245,,4,,17,Florida,2006
de,Darius Powell,"Waldorf, Maryland",Westlake,78,198,,3,,17,North Carolina,2006
qb,Conner Dixon,"Pittsburgh, Pennsylvania",South Park,78,174,,3,,17,Michigan State,2006
rb,Chris Brown,"Alexandria, Louisiana",Alexandria,65,192,,4,,17,Oklahoma,2006
